"","D_10_R1.sam","D_10_R2.sam","D_10_R3.sam","D_18_R1.sam","D_18_R2.sam","D_18_R3_T1.sam","D_18_R3.sam","D_18_R4.sam","D_25_R1.sam","D_25_R2.sam","D_25_R3.sam","D_34_R1.sam","D_34_R2_T1.sam","D_34_R2.sam","D_34_R3.sam","D_34_R4.sam","L_10_R1.sam","L_10_R2.sam","L_10_R3.sam","L_18_R1.sam","L_18_R2.sam","L_18_R3.sam","L_18_R4.sam","L_25_R1.sam","L_25_R2.sam","L_25_R3.sam","L_34_R1.sam","L_34_R2.sam","L_34_R3.sam","L_34_R4_T1.sam","L_34_R4_T2.sam","L_34_R4_T3.sam","L_34_R4.sam"
"MED134_03909",104,139,201,1816,1416,1686,2608,1020,1136,947,1180,1651,1468,2793,2988,2188,121,100,110,1360,919,1064,1624,647,762,766,2133,1791,1677,2082,1841,1910,3390
"MED134_03904",413,320,1851,607,585,537,964,583,455,544,557,598,475,1071,1049,793,372,391,1523,830,614,719,543,416,506,491,1361,710,672,434,365,405,1330
"MED134_03899",714,944,1309,704,394,706,1079,336,254,176,303,279,213,434,285,283,796,604,596,513,433,274,922,197,179,197,446,339,259,361,362,344,469
"MED134_03894",2503,2800,1947,3238,3684,2245,3663,2091,3462,2282,3763,1986,1736,3488,3082,2147,1933,1382,2226,2784,1263,1704,1674,2725,2252,2094,2218,1818,1938,2412,2428,2172,3543
"MED134_03889",471,600,681,785,854,585,910,508,917,702,826,707,527,976,1190,973,444,400,571,831,518,727,515,733,766,760,926,714,699,795,708,739,1318
"MED134_03884",1759,1927,1678,3151,3681,2584,3968,2199,4474,2756,4296,2883,2638,5127,5302,3453,1492,1044,1830,2979,1709,1954,1875,3154,2912,2923,3312,2580,3088,4413,4316,3999,6060
"MED134_03879",12123,13106,10600,17988,20764,13098,20860,12226,23111,14768,23812,15737,14983,29468,23156,17250,10464,7586,11183,16566,8433,10911,10928,17519,15954,15640,20339,14515,15954,22583,22894,20804,29631
"MED134_03874",1391,1452,1499,2416,2619,2310,3370,1677,3570,2134,3365,3017,3171,5862,3930,3026,1286,901,1469,2372,1310,1537,1706,2205,2152,2127,4220,2936,2669,3365,3142,3062,5154
"MED134_03869",20359,18757,18869,26542,27990,17829,28246,20099,20734,24725,18769,5899,4547,8443,5711,8051,15064,14244,16954,31325,19346,28282,25304,23313,27119,21108,14259,7310,5470,7417,6414,6651,11340
"MED134_03864",5921,6372,5297,9144,9674,5948,10553,5442,8667,5492,8673,5003,4154,8852,7363,5119,4516,3152,5469,7917,4093,4938,4791,5665,5201,5054,5879,4630,4710,3875,3492,3639,8027
"MED134_03859",4525,5099,4432,6854,7664,5551,8660,4802,6909,4253,6251,3548,3141,6078,5623,4380,3937,2763,4320,6725,3493,4404,3900,4492,4398,4311,5106,3081,3474,4601,4509,4165,6772
"MED134_03854",1106,1191,1261,1930,2012,1743,2595,1547,2062,1598,2129,2064,2124,3839,2973,2368,907,753,1164,2128,1114,1798,1345,1475,1692,1795,3132,2045,1931,2530,2514,2516,3686
"MED134_03849",4670,5675,4812,8358,8845,5885,9695,5278,9939,6079,8232,7519,6911,13224,10652,7278,4659,3163,5021,7936,4270,4827,5507,6885,6644,6509,8823,6956,6761,9137,8783,8336,12574
"MED134_03844",3173,3542,3411,4754,5003,3154,5501,3098,5350,3407,4970,3458,2871,6025,4746,3612,3021,2105,3413,4662,2393,3164,2760,4047,3726,3717,4640,3145,2911,4192,4154,3935,6266
"MED134_03839",1738,2022,5866,3175,3630,2868,4284,2288,4102,2754,5439,3302,3190,5836,4557,3691,1466,1195,4582,3019,2928,2674,2089,2845,2889,3456,4377,3023,3027,3918,3695,3652,5820
"MED134_03834",110,133,110,276,264,289,460,171,370,203,335,859,774,1651,721,655,107,60,130,247,177,161,147,232,189,238,1451,1180,594,716,650,624,975
"MED134_03829",383,434,761,746,790,619,1097,646,684,573,1125,1151,867,2017,1552,1347,306,314,583,772,542,776,619,461,593,614,1848,1305,990,812,635,722,1634
"MED134_03824",1175,1253,1309,1687,1873,1403,2191,1231,1889,1315,2155,1872,1717,3136,2299,1786,901,743,1275,1768,1060,1409,1133,1465,1365,1503,2421,1684,1508,1860,1703,1660,2785
"MED134_03819",2245,2161,2065,2928,3317,2375,3656,2068,3096,1963,2795,1842,1845,3449,2365,1803,1731,1319,2045,2977,1566,1875,1861,2222,2069,2033,2271,1617,1551,2243,2155,1908,3015
"MED134_03814",1097,1227,1336,2344,2358,1547,2755,1603,2377,1727,2376,2056,1872,3674,2943,2262,982,808,1136,2322,1265,1824,1579,1800,1888,1881,2375,2136,2140,2233,2034,1836,3092
"MED134_03809",3555,3739,3307,5906,6741,4587,7073,4152,7408,4831,7417,4369,4513,8164,5406,4069,3122,2299,3526,5882,2942,4204,3624,5247,4692,4975,6169,5195,4492,4972,4802,4433,6961
"MED134_03804",464,489,846,720,722,696,898,577,928,624,839,885,1371,2248,1362,1022,360,309,463,761,421,778,753,691,737,929,1229,854,1563,1154,1185,1034,1715
"MED134_03799",623,755,756,1268,1266,1254,1695,904,1595,1198,1609,1707,2034,3201,2548,1966,478,400,700,1234,714,939,870,1096,1195,1116,2520,1571,1564,2166,2130,1929,3107
"MED134_03794",802,864,782,1577,1553,1165,1738,1062,1832,1225,1782,1398,1507,2753,2197,1395,737,510,852,1463,754,994,1008,1289,1274,1195,2001,1451,1296,1856,1926,1683,2529
"MED134_03789",1243,1300,1618,2167,2211,1423,2675,1417,2586,1934,2725,2402,1821,4200,3804,2735,1017,851,1461,2145,1166,1755,1362,1864,2074,2077,2936,2048,2216,2811,2729,2515,4287
"MED134_03784",5526,5031,6102,7944,8351,5420,9236,5107,9622,6543,8490,7688,6251,13030,10263,7624,4276,3965,5610,8982,3945,6118,4795,7188,7061,6758,9498,6413,6255,8193,7980,7264,12157
"MED134_03779",3258,3390,2021,4640,5336,3421,5518,3016,5567,3091,4680,3925,3647,7232,5060,3626,2825,1984,2717,4686,1909,2491,2451,4110,3594,3252,4844,3373,3331,4838,4963,4406,6657
"MED134_03774",25,28,17,50,77,61,82,37,70,60,92,85,100,175,142,111,19,24,25,52,25,43,39,65,71,42,134,108,93,123,105,103,168
"MED134_03769",1110,1108,801,1933,2160,1405,2235,1225,2226,1447,2446,2112,1923,3747,3126,1999,843,648,878,1680,883,1086,1099,1676,1519,1431,2216,1970,1821,2490,2330,2169,3328
"MED134_03764",2342,2317,2512,3748,4044,3066,4515,2921,4746,3420,4076,3247,3090,5275,3933,3617,1851,1603,2331,4062,2038,3018,2668,3678,3690,3447,4233,2928,2839,3718,3455,3397,5094
"MED134_03759",418,527,556,782,843,693,1011,543,1190,816,1036,1131,1082,1860,1603,1686,416,289,498,805,454,648,485,826,850,926,1949,1344,1259,1654,1634,1530,2306
"MED134_03754",2519,2640,2412,4142,4558,2950,4872,2799,5391,3640,4758,3463,3173,6503,5486,4401,2169,1761,2455,4398,2204,3013,2472,4275,4105,3719,5295,3555,3670,5214,5046,4625,7324
"MED134_03749",4210,4347,5033,7251,7861,5490,8289,5175,8698,6086,8669,6944,6542,12331,10462,8129,3469,2710,4827,7375,4441,5730,5083,6723,6291,6781,9353,6481,7018,9443,9301,8600,12413
"MED134_03744",707,832,676,979,1099,751,1264,615,1297,613,928,549,414,856,997,725,764,516,723,969,499,610,523,849,819,720,634,360,603,724,725,697,1207
"MED134_03739",5843,6506,5364,9183,9874,7353,11086,6084,12172,6605,9483,8144,8174,15165,10780,7910,5261,3612,6017,8594,4172,5142,5200,8646,7355,7160,10482,7097,7240,10765,10839,9995,14822
"MED134_03734",4844,4957,4212,7199,7562,6405,8073,5291,7993,5074,6838,4642,5462,8551,6871,5040,4234,2866,4528,6840,3754,4823,4826,5584,5258,5239,6954,4187,4655,7162,7579,6561,9496
"MED134_03729",3557,3429,3577,5044,5276,4204,5793,3634,5717,3777,5198,3594,3689,6327,5621,3711,3229,2261,3431,5168,2703,3999,3526,3908,3980,3889,5097,3002,3325,4813,4959,4419,6662
"MED134_03724",8021,8374,9136,14146,14876,9352,16317,10004,15008,11716,16231,15520,12586,27044,22985,15415,7680,6395,8410,14097,8500,11162,9871,12549,12860,12543,18266,13330,13187,17006,16496,15362,24130
"MED134_03719",4448,4127,8706,7123,7882,5951,8088,5390,7713,6355,7402,6118,6213,10467,7983,7398,3763,3525,7753,7406,4936,6239,5286,6091,6813,6474,9885,7067,6083,7597,7209,6836,10362
"MED134_03714",1627,1650,1739,2700,3088,2098,3472,1872,3533,2510,3743,3715,3568,6791,5191,4288,1341,1090,1760,2611,1495,2096,1732,2592,2719,2605,5135,3579,3525,4848,4879,4171,6758
"MED134_03709",3372,3122,3583,5766,6531,4750,6988,4216,7357,5157,6498,4789,4622,8607,4960,5147,2715,2187,3475,6091,3303,4697,3677,5666,5529,5448,7199,4702,3964,5599,5592,5276,7509
"MED134_03704",1217,1341,1200,1990,2430,1632,2395,1316,2650,1608,2540,2018,1911,3449,2125,1808,1142,727,1186,1814,980,1254,1198,1963,1867,1813,2304,1737,1571,1982,2131,1928,2620
"MED134_03699",2616,2617,2446,3600,4036,2716,4277,2433,4318,3003,3990,2856,2718,4976,3833,3269,2132,1569,2271,3596,2105,2715,2367,3383,3423,3136,3790,2707,2723,3824,3966,3456,4822
"MED134_03694",548,485,450,645,792,537,797,475,828,677,684,513,432,774,627,597,462,384,425,676,345,515,466,676,659,574,749,495,434,787,855,685,914
"MED134_03689",2667,2665,3106,3379,3960,3145,4571,2870,3530,2646,3033,1875,2059,3464,2016,2406,1959,1824,2624,3769,1950,3125,2577,2555,2630,2814,2903,1896,1909,2195,2234,2065,2993
"MED134_03684",5093,5687,5839,8687,9896,6296,10298,6007,12269,8181,12153,9399,8938,17786,10225,7898,3797,2970,6044,7657,4492,5594,5371,8272,7873,7834,13794,11544,7497,9541,8812,8360,12966
"MED134_03679",46704,58666,67119,78999,81293,65208,95935,49213,84576,58014,106072,66500,62655,113754,91880,69612,40384,35318,63950,66952,45743,53508,48421,53285,55207,57821,79664,53633,51954,52745,44435,48934,102792
"MED134_03674",1648,2553,3053,1861,2152,2393,2950,1396,1816,1356,3158,1486,1599,2416,2913,1744,1361,1218,2689,1643,1617,1663,1184,1107,1342,2099,1578,1023,1190,2321,2337,2102,3122
"MED134_03669",96,92,206,156,150,83,188,101,157,148,189,126,105,227,183,142,77,70,287,175,111,133,109,138,122,126,229,234,126,146,185,142,243
"MED134_03664",532,662,686,981,1041,740,1259,600,1169,783,1182,1318,1240,2394,1689,1405,483,352,660,868,599,685,590,804,863,826,1928,1582,1159,1835,1884,1721,2344
"MED134_03659",6509,6106,7360,10929,11642,8381,13695,8832,11458,9694,11088,11671,11587,22250,16109,14083,4888,4503,6435,12416,6003,9373,7835,9630,10094,10099,16615,11733,11296,16024,15631,13542,20990
"MED134_03654",165,186,130,353,401,271,472,263,427,357,533,402,357,742,581,527,139,114,143,384,219,337,276,348,405,399,554,385,430,209,159,194,735
"MED134_03649",1152,1327,1034,2481,2823,2249,3256,1731,3703,2254,3302,2763,3045,5157,3736,2756,1007,706,1087,2375,1207,1598,1556,2527,2377,2353,3660,2514,2591,3331,3048,2997,4654
"MED134_03644",272,285,239,576,752,649,957,524,659,586,830,664,828,1507,1107,1007,164,144,255,513,288,438,387,564,531,669,661,742,828,1025,811,733,1471
"MED134_03639",2428,2684,1630,4229,4242,3128,5333,3064,5174,3093,5215,2097,1733,3839,2830,2190,2061,1288,2169,4103,2284,2864,2694,3010,2819,2844,3172,2495,2058,1060,836,1008,3752
"MED134_15751",1746,1950,1334,2735,2972,2206,3419,2037,3623,1984,3640,1563,1391,2854,1854,1505,1355,939,1555,2717,1229,1686,1437,2083,1911,1899,2290,1540,1321,814,600,707,2572
"MED134_03629",5101,5676,4388,8540,10103,7393,10963,6284,11726,6545,11118,5591,5495,10192,6472,5434,4298,2913,5033,8043,4069,5434,4837,6803,6222,6404,7768,5671,4829,4412,3572,3936,8934
"MED134_03624",1073,1205,1084,1706,1867,1809,2462,1361,2294,1383,2166,1436,1644,2592,1643,1311,892,655,1161,1669,955,1258,1139,1395,1394,1633,1782,1476,1160,1452,1488,1430,2077
"MED134_03614",1114,1090,934,1697,2119,1655,2192,1320,2417,1505,2539,1529,1601,2684,2030,1546,919,574,1014,1670,852,1142,1159,1550,1427,1527,2070,1516,1418,1039,729,935,2305
"MED134_03609",681,709,713,1117,1191,901,1329,723,1253,807,1294,818,910,1555,1218,787,433,345,632,1032,479,813,744,851,810,890,1005,870,744,1073,1011,902,1408
"MED134_03604",73,86,123,150,153,169,245,130,163,171,180,466,526,900,661,577,75,56,103,174,129,143,115,133,180,204,639,507,424,574,635,563,829
"MED134_03599",773,893,873,964,1207,766,1033,758,1090,707,1079,636,684,1218,559,488,648,490,1017,844,451,636,519,764,586,645,950,879,551,583,594,589,844
"MED134_03594",432,451,405,626,631,511,809,441,606,403,546,616,610,1111,693,516,331,293,385,650,236,401,380,410,398,423,591,437,377,539,573,545,767
"MED134_03589",15912,16815,15897,18223,21799,13492,21665,13273,31403,20904,27357,9379,9018,16938,11856,9914,14322,10504,16135,19488,9828,13194,11930,24567,23229,22936,13282,8494,9157,12682,13115,11688,16516
"MED134_03584",269,319,256,692,706,614,941,502,507,380,533,607,714,1135,813,562,221,166,249,635,407,355,601,368,331,362,537,535,478,599,602,525,955
"MED134_03579",1802,2063,1095,2763,3048,1765,3200,1590,3054,1767,2806,2683,2198,4738,3711,2760,1469,963,1360,2584,1055,1468,1540,2101,1812,1747,3118,2351,2566,2964,2987,2619,4363
"MED134_03574",410,489,356,645,637,391,722,373,650,362,597,693,487,1028,923,646,349,285,379,528,269,441,350,364,400,433,806,596,525,650,532,573,1026
"MED134_03569",987,1223,1241,1438,1632,1122,1832,986,1729,1194,2075,1908,1636,3166,2948,1946,767,720,1199,1393,870,1132,800,1215,1305,1484,2124,1496,1545,2361,2203,2080,3211
"MED134_03564",4569,4619,5616,5912,6904,4856,7095,4391,7244,4768,6213,4157,3754,6915,5434,4774,3817,3173,4991,6077,3104,4501,3780,5191,5302,4916,5747,3935,3746,5368,5118,4827,7334
"MED134_03559",8614,9133,7393,11964,13085,9506,13803,8404,14192,9559,12863,8340,8667,15418,11391,8928,7999,5871,8016,11843,5467,8041,7649,10614,10904,9843,10684,7795,8039,10806,10571,9524,15333
"MED134_03554",529,612,500,626,786,422,976,402,886,546,1155,1029,732,1993,1810,1161,408,293,567,631,383,474,346,604,640,665,1238,923,992,732,558,660,1953
"MED134_03549",4415,4750,3853,6504,6988,4678,7620,4553,7776,5108,6173,4241,3888,8202,5658,4439,3735,2930,3894,6703,3112,4276,4030,5851,5661,5106,6124,4235,4331,5778,5939,5179,8278
"MED134_03544",695,684,545,785,1002,627,1004,627,608,476,591,1230,1138,1996,1157,1034,487,386,585,765,435,570,524,508,517,499,1334,1085,914,1230,1188,1090,1532
"MED134_03539",656,678,360,902,991,752,1047,676,1137,725,1100,925,1051,1833,1270,950,528,336,528,842,513,611,689,793,713,693,1213,1028,912,540,454,537,1415
"MED134_03534",614,673,465,905,998,858,1217,684,1356,889,1608,1224,1201,2196,1596,1223,480,308,514,856,595,640,691,961,859,890,1579,1338,1079,562,438,523,1862
"MED134_03529",348,366,316,402,490,344,625,358,672,435,1002,681,666,1378,1087,784,261,215,353,407,289,363,274,474,503,485,939,673,587,510,398,438,1166
"MED134_03524",2003,2058,2026,3454,3952,2909,4528,2442,4496,3186,4417,2543,2383,4597,3449,2994,1554,1270,2119,3546,2069,2817,2100,3196,3433,3077,3395,2331,2353,3238,3290,3010,4726
"MED134_03519",1437,1472,1209,2651,2785,2186,3162,1815,3629,2171,3248,1548,1554,3029,2109,1810,1129,859,1387,2581,1377,1890,1525,2423,2376,2235,2339,1420,1630,2280,2153,2126,3235
"MED134_03514",1071,1075,725,1776,1764,1321,2013,1241,2232,1362,1821,832,810,1465,1136,1090,851,568,856,1655,845,1183,1025,1457,1480,1239,1392,748,893,1346,1300,1194,1844
"MED134_03509",1470,1437,1167,1985,1989,1792,2439,1539,2045,1480,2019,1198,1330,2163,1813,1344,1310,969,1342,2021,1164,1774,1613,1402,1495,1511,1470,1006,1062,1251,1284,1133,2121
"MED134_03504",2052,1892,2157,2377,2506,1413,2905,1722,1864,1588,1945,1416,904,2569,2000,1566,1997,1428,2101,2314,1196,1721,1566,1539,1599,1498,1531,1120,1236,982,956,1006,2237
"MED134_03499",923,1057,1069,858,1097,848,1249,679,758,603,953,3977,3747,7159,3721,2819,761,581,1072,854,522,696,457,825,758,754,3854,2875,2305,3531,3597,3235,4795
"MED134_03494",1077,1193,1155,646,846,590,859,532,436,392,569,1319,1437,2393,1575,1321,883,727,1222,697,421,565,385,393,376,413,1450,836,1002,1489,1561,1383,2050
"MED134_03489",6487,7447,6447,4284,4152,3602,5240,2824,3282,2134,2915,2421,2528,4265,3300,2652,5566,4110,6250,3947,2302,2718,2663,2408,2216,2274,3173,2314,2416,3145,3232,2874,4481
"MED134_03484",47171,50619,38621,27947,26210,21413,34377,17907,17241,10314,15995,16997,16291,30946,21879,17904,39984,28108,36097,25776,13169,16116,14478,11894,10928,10005,23736,14385,15044,22476,22636,20481,27771
"MED134_03479",965,1121,1039,1743,1875,1189,2296,1179,1796,1241,1554,1133,975,2256,1647,1322,724,668,921,1860,849,1200,1095,1320,1346,1193,1536,1124,1077,1273,1216,1133,2231
"MED134_03474",9052,9174,9088,13042,13251,9448,14684,8715,13880,9576,12482,11010,10285,18783,13716,11252,7153,5614,8488,13122,6836,9366,8968,9612,9987,9176,14763,10463,9354,12037,11572,10806,17474
"MED134_03469",5742,6311,4540,6528,7760,5875,7460,5060,8313,5340,7455,3933,4458,7029,4819,4580,4509,3548,4865,6642,3312,4893,4505,5795,5841,5357,6357,4169,3939,5136,5000,4829,7574
"MED134_03464",11395,13370,10623,15506,18641,11573,18234,10217,23179,13237,20840,15650,14580,28048,17612,13539,9518,6898,10979,14972,6347,9632,8138,16229,15285,14449,18844,13414,11813,17408,16998,15224,22018
"MED134_03459",2176,2313,2224,4034,4466,3431,4825,2928,4499,3371,4938,3630,3967,6531,5405,3880,1819,1395,2215,4125,2344,3114,3018,3632,3387,3723,4244,3158,3358,4457,4323,3881,6121
"MED134_03454",623,646,445,734,987,767,998,551,790,504,795,840,932,1514,985,667,416,299,492,747,386,462,451,750,610,618,744,622,552,701,605,588,1189
"MED134_03449",1643,1600,1696,2634,2622,2078,3185,1854,3180,2288,3061,3826,3668,6975,4958,3912,1329,1083,1675,2812,1429,2034,1831,2455,2389,2418,5151,3601,3477,4319,4199,3938,6004
"MED134_03444",766,828,614,1101,1355,904,1346,806,1463,933,1333,1378,1513,2820,1634,1263,606,386,687,1039,487,731,657,1089,959,986,1869,1325,1229,1555,1477,1393,2162
"MED134_03439",6341,6141,7617,6278,6891,4356,8266,4730,4820,4560,6144,6605,5304,11866,11232,10089,5306,4264,6846,5791,3276,4621,4035,4092,4256,4080,12369,7299,7925,9199,8273,8464,14104
"MED134_03434",972,1058,1168,1710,1811,1415,2077,1321,1966,1541,2053,1484,1363,2524,1769,1628,729,608,984,1757,1038,1397,1437,1551,1626,1601,2058,1597,1341,1438,1402,1352,2271
"MED134_03429",10383,11865,11258,15029,15954,11260,17272,9796,15863,10023,16916,7243,7064,13233,10487,7957,8720,6450,11509,13822,7087,9396,8720,10601,9952,10322,9128,6403,6695,9189,8635,8202,13163
"MED134_03424",5843,6674,6992,8334,9039,6569,9455,5645,9225,5916,9034,4223,4072,7499,6176,4744,5140,4077,6434,8043,4467,5896,5374,6053,5732,6008,5400,3811,4066,4675,4265,4241,7397
"MED134_03419",22296,24059,24431,33225,33201,23723,37574,21070,34050,22795,32282,15731,14645,27768,22585,18927,19793,15279,23405,31819,17615,22316,20522,23753,23328,22179,21461,14165,15257,22708,22789,20592,30736
"MED134_03414",12311,14910,12234,17031,21638,11169,19367,10918,38031,22128,28889,20423,18580,38615,17354,16107,11461,8141,12519,16481,7906,9901,9459,29981,24930,24079,41400,33011,22244,26384,26501,23287,34096
"MED134_03409",252,241,267,1432,1427,1065,1524,911,2458,1546,2288,2431,2148,3925,3666,2656,1453,1048,1455,2974,1438,1753,2303,2656,2612,2480,5166,3982,3725,3839,3623,3593,6125
"MED134_03404",550,630,853,2595,2679,2125,3343,1883,4671,2785,4011,4881,5484,10114,7367,5550,2681,2255,3028,6839,3001,4578,5206,5174,5365,5652,10563,7633,10465,10201,9754,8894,13588
"MED134_03399",4381,4225,4363,6257,5273,4788,7737,4520,7645,5693,6267,6484,5418,10441,9961,9892,3884,2981,3793,7006,3452,4842,4100,5598,5925,5670,10508,6099,7440,9916,9891,8994,12613
"MED134_03394",3225,3453,2325,4731,5612,3160,5593,3096,6338,4152,6787,6600,5621,11626,9505,6426,1985,1626,2653,4214,2045,2575,2672,4808,4273,3886,7346,6246,5777,8556,8804,7830,10997
"MED134_03389",6273,6916,5327,7758,8926,5893,9876,5535,11149,6917,8918,5735,5552,11118,6072,6317,4999,3904,5989,8043,3457,5230,4445,8931,8318,7045,9980,6241,5726,7867,8325,7467,10758
"MED134_03384",231,220,165,344,403,253,376,223,465,310,396,355,347,566,396,388,175,130,193,301,160,215,151,333,352,301,488,330,309,485,466,434,582
"MED134_03379",1612,1599,1557,2011,2397,2064,2743,1757,2123,1654,2163,1272,1473,2350,1788,1628,1211,1124,1496,2236,1020,1706,1384,1766,1676,1612,1760,1340,1269,1705,1729,1568,2465
"MED134_03374",3219,3301,3442,3891,4329,3035,4728,2838,4121,3038,3897,2898,2859,5262,4207,3327,2494,2163,3286,4116,2259,3194,2868,3296,3192,3314,3869,2991,2820,3912,3999,3619,5404
"MED134_03369",1364,1402,1734,1936,2138,1534,2460,1418,2083,1531,1964,1730,1877,3522,2360,2054,1051,828,1539,1993,1078,1733,1419,1634,1602,1786,2423,1615,2359,2258,2082,2016,3130
"MED134_03364",1160,1152,1148,2248,2393,1888,2757,1678,2812,2008,2672,2671,2401,4687,3247,2754,922,739,1053,2343,1211,1803,1515,2090,2151,2126,3546,2228,2245,2605,2381,2472,3802
"MED134_03359",823,881,839,1149,1162,933,1436,826,1223,915,1118,1292,1058,2045,1442,1195,624,558,850,1264,714,1058,843,962,979,920,1731,1135,796,1203,1157,1080,1713
"MED134_03354",1301,1255,1403,2145,2294,1965,2947,1755,2149,1698,2503,2784,3111,5346,3657,2617,1072,906,1444,2226,1253,1756,1528,1556,1604,1805,3135,2314,2198,2599,2610,2397,4069
"MED134_03349",1183,1251,2327,2562,2476,1937,3285,1660,2067,1442,2128,1397,1325,2510,2023,1516,807,791,1738,2241,1479,1637,1580,1459,1455,1433,1710,1378,1360,1804,1867,1726,2546
"MED134_03344",4917,5296,4934,6488,7986,4739,7700,4660,15288,9496,12275,8456,7848,15905,7254,7820,4805,3209,4420,6663,3307,4367,4126,12510,10089,9908,21279,16913,9544,10673,10465,9378,14739
"MED134_03339",506,528,704,502,558,406,565,352,659,465,640,347,304,515,253,258,359,305,738,560,376,441,383,580,590,534,674,591,245,318,264,286,446
"MED134_03334",1370,1315,1238,2332,2666,2035,2903,1762,2822,1880,2925,1774,1953,3359,2388,1891,1160,843,1329,2183,1207,1579,1328,2182,1935,1984,2344,1515,1705,2333,2350,2138,3175
"MED134_03329",800,761,755,1345,1263,1011,1833,1012,1510,956,1127,818,808,1623,1076,947,747,621,778,1394,609,966,835,1101,1107,969,1158,635,707,1042,1119,984,1684
"MED134_03324",1845,1788,1898,3085,3318,2365,3976,2549,3204,2501,3038,2034,2153,4142,3132,2661,1577,1424,1835,3314,1689,2527,2142,2679,2711,2682,2853,1945,2297,2855,2734,2409,4096
"MED134_03319",678,783,1020,1813,1833,1573,2128,1230,2840,1968,3037,4747,4972,8948,5553,4438,736,471,882,1597,892,1213,1141,2078,2080,1970,9570,7950,5709,6465,6463,5843,8954
"MED134_03314",556,583,776,5653,7620,4610,7904,3958,21161,14319,17813,1892,1968,3802,1955,1776,475,394,750,6055,3438,4691,3769,18643,17819,17041,3660,3303,2044,2179,2030,1926,2956
"MED134_03309",322,403,171,526,615,472,729,429,826,526,1030,471,514,933,840,621,264,184,258,482,229,404,303,551,543,479,679,497,528,547,610,549,929
